"measure","ethnicity","ethnicity_type","time","geography","geography_type","geography_code","gender","age","ns_sec","value","value_type","denominator","numerator","upper_95_c_i","lower_95_c_i","standard_error","sample_size"
"Percentage of people who are inactive","All","All","Nov 2017 to Nov 2018","Yorkshire And The Humber","Region","NA","All","16+","All","26.9","%","17633","4738","28","25.8","NA","13911"
"Percentage of people who are inactive","All","All","Nov 2018 to Nov 2019","Yorkshire And The Humber","Region","NA","All","16+","All","25.6","%","17794","4552","26.6","24.6","NA","16816"
"Percentage of people who are inactive","All","All","Nov 2019 to Nov 2020","Yorkshire And The Humber","Region","NA","All","16+","All","29.2","%","17421","5088","30.3","28.1","NA","16958"
"Percentage of people who are inactive","All","All","Nov 2021 to Nov 2022","Yorkshire and the Humber","Region","NA","All","16+","All","27.2","%","17384.6","4727.3","28.2","26.2","0.3","16982"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","East","Region","NA","All","16+","All","33.2","%","998.9","331.5","37.6","29","2.2","850"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","East","Region","NA","All","16+","All","37.5047178","%","881.741005614","330.694476143","42.2904773","32.9513021","NA","829"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","East","Region","NA","All","16+","All","23.9","%","859","205","28.3","20.1","NA","749"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","East","Region","NA","All","16+","All","26","%","855","222","30.2","22.2","NA","761"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","East","Region","NA","All","16+","All","35.5","%","756","268","40.8","30.4","NA","660"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","East","Region","NA","All","16+","All","31.5","%","803","253","36.4","26.9","NA","699"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","East","Region","NA","All","16+","All","37.5","%","801","300","42.4","32.7","NA","711"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","East Midlands","Region","NA","All","16+","All","34.5","%","1082.3","373.4","39.5","29.8","2.5","829"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","East Midlands","Region","NA","All","16+","All","35.7238704","%","951.97004505","340.080544973","41.2965593","30.5123124","NA","790"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","East Midlands","Region","NA","All","16+","All","28.9","%","938","271","33.3","24.9","NA","828"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","East Midlands","Region","NA","All","16+","All","31.9","%","1067","340","36.2","27.8","NA","872"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","East Midlands","Region","NA","All","16+","All","27.8","%","942","262","32.9","23.2","NA","663"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","East Midlands","Region","NA","All","16+","All","31.1","%","981","305","36.5","26.1","NA","701"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","East Midlands","Region","NA","All","16+","All","32.8","%","967","317","38.3","27.7","NA","738"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16+","All","32.7","%","14035.1","4591.1","34.1","31.4","0.3","9067"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16+","All","37.2975938","%","13229.664664084","4934.346586309","38.8127089","35.8070117","NA","8201"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16+","All","30.6","%","13828","4233","32.1","29.1","NA","7984"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16+","All","31.8","%","13713","4367","33.3","30.5","NA","8240"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16+","All","30.1","%","12491","3754","31.6","28.6","NA","6719"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16+","All","33.3","%","13305","4427","34.8","31.8","NA","7304"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16+","All","36.8","%","13092","4820","38.4","35.3","NA","7824"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-24","All","24.6","%","3287.8","809.9","27.7","21.8","1.5","1283"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-24","All","33.0098121","%","3013.580938241","994.777404032","36.720733","29.4990858","NA","1085"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-24","All","22.2","%","3649","811","25.5","19.2","NA","1212"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-24","All","22","%","3438","756","25","19.3","NA","1155"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-24","All","20.6","%","3113","641","23.9","17.6","NA","892"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-24","All","24","%","3457","831","27.3","21","NA","1059"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-24","All","31.6","%","3141","994","35.1","28.3","NA","1165"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 1-2","26.7","%","5101.3","1362.2","28.4","25","0.9","4697"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 1-2","29.1701716","%","4505.98317483","1314.40302558","31.1211467","27.2930392","NA","4104"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 1-2","25.5","%","4129","1053","27.7","23.5","NA","3782"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 1-2","27","%","4143","1117","28.9","25.1","NA","3866"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 1-2","24.4","%","3823","933","26.4","22.5","NA","3229"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 1-2","27","%","4216","1137","29","25","NA","3630"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 1-2","29.3","%","4311","1265","31.4","27.4","NA","3813"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 3-5","35.2","%","2406.1","847.7","38.8","31.9","1.8","1460"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 3-5","38.205343","%","2392.240602049","913.963727061","41.7789627","34.754926","NA","1375"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 3-5","32.6","%","2553","831","36.2","29.1","NA","1421"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 3-5","34.4","%","2592","893","37.8","31.2","NA","1484"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 3-5","32.4","%","2439","791","36.1","29","NA","1247"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 3-5","38.5","%","2333","898","42.2","34.9","NA","1241"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 3-5","39.2","%","2473","970","42.9","35.7","NA","1427"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 6-7","41.9","%","1776","744.3","46.3","37.6","2.2","861"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 6-7","47.7308615","%","1811.380808577","864.587664405","52.1899865","43.3076152","NA","853"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 6-7","39","%","1945","758","43.8","34.3","NA","776"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 6-7","38.6","%","1956","755","43","34.4","NA","846"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 6-7","38","%","1777","676","42.8","33.5","NA","693"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 6-7","39.6","%","1838","728","44.4","35","NA","700"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 6-7","48.1","%","1729","831","53.2","43","NA","741"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 8","47.7","%","1359.8","648.3","52.7","42.7","2.6","594"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 8","47.5691171","%","1300.868657952","618.811734939","53.0690618","42.1275124","NA","555"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 8","40.4","%","1414","572","46","35.1","NA","546"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 8","43.1","%","1312","565","48.2","38.2","NA","570"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 8","42","%","1168","491","48.1","36.2","NA","429"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 8","43.7","%","1314","575","49.2","38.4","NA","508"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 8","47.5","%","1080","513","53.3","41.7","NA","477"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 9","26.9","%","3076.4","828.5","30.1","24","1.6","1225"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 9","35.6943422","%","2903.905956439","1036.530128679","39.5073932","32.0543","NA","1085"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 9","23.7","%","3404","808","27.2","20.6","NA","1186"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 9","25.1","%","3323","834","28.3","22.1","NA","1223"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 9","23.3","%","2946","685","26.7","20.1","NA","907"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 9","27.5","%","3224","887","31","24.2","NA","1000"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 9","33.1","%","3091","1024","36.6","29.8","NA","1127"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","25-34","All","31.6","%","3163.5","998.4","34.7","28.6","1.5","1903"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","25-34","All","36.2770895","%","2939.74054732","1066.452308473","39.6020029","33.0784444","NA","1737"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","25-34","All","29.9","%","3292","986","33.2","26.9","NA","1800"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","25-34","All","33.4","%","3257","1087","36.7","30.2","NA","1792"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","25-34","All","29.9","%","2885","864","33.3","26.8","NA","1462"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","25-34","All","35.3","%","2884","1018","38.8","32","NA","1543"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","25-34","All","39.4","%","2864","1128","42.8","36.1","NA","1720"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","35-44","All","35.2","%","3391.2","1193","37.7","32.7","1.3","2643"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","35-44","All","39.3197542","%","3236.201838369","1272.46660837","42.0912156","36.6153934","NA","2378"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","35-44","All","33.1","%","3264","1080","36.1","30.2","NA","2378"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","35-44","All","34","%","3297","1120","36.6","31.4","NA","2506"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","35-44","All","28.2","%","2847","802","31","25.5","NA","1936"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","35-44","All","35.3","%","3237","1144","38.2","32.6","NA","2227"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","35-44","All","37.7","%","3025","1139","40.7","34.7","NA","2177"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","45-54","All","36.4","%","2245.3","816.6","39.6","33.2","1.6","1630"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","45-54","All","36.5942911","%","2121.866317943","776.481938059","40.1635378","33.1664216","NA","1531"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","45-54","All","30.7","%","1851","568","34.6","27","NA","1185"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","45-54","All","34.3","%","1741","597","38.1","30.7","NA","1232"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","45-54","All","36.8","%","1852","681","40.8","32.9","NA","1149"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","45-54","All","35.6","%","1874","668","39.5","32","NA","1224"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","45-54","All","36","%","2019","727","39.9","32.2","NA","1340"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","55-64","All","37.5","%","1019.7","382.3","42.3","32.9","2.4","782"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","55-64","All","37.2733298","%","1042.423499957","388.545949571","42.6739943","32.1725656","NA","736"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","55-64","All","39.2","%","911","357","44.7","33.9","NA","681"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","55-64","All","36.5","%","1016","371","41.3","32","NA","778"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","55-64","All","40.3","%","848","342","46.1","34.8","NA","580"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","55-64","All","38.3","%","973","373","44","32.9","NA","614"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","55-64","All","34.8","%","1029","359","40","30","NA","694"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","65-74","All","37.4","%","571.2","213.9","42.8","32.4","2.6","562"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","65-74","All","43.7576376","%","505.426440383","221.16267015","49.85247","37.8455986","NA","476"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","65-74","All","46.3","%","478","221","52.5","40.2","NA","455"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","65-74","All","38.1","%","482","184","43.8","32.7","NA","475"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","65-74","All","41.3","%","525","217","47.4","35.6","NA","444"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","65-74","All","38.2","%","484","185","44.9","31.9","NA","406"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","65-74","All","42.8","%","544","233","49.3","36.5","NA","458"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","75+","All","50.7","%","315.5","160","58.7","42.6","4.1","230"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","75+","All","59.010112","%","315.285464237","186.050305644","66.8663012","50.6655249","NA","229"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","75+","All","55.4","%","295","164","63.4","47.2","NA","219"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","75+","All","52.5","%","388","203","60.5","44.2","NA","251"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","75+","All","53","%","338","179","61.2","44.6","NA","214"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","75+","All","55","%","341","188","63.5","46.3","NA","199"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","75+","All","53","%","386","204","62.1","43.6","NA","225"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","Female","16+","All","36.5","%","6330.4","2312.3","38.4","34.7","1","4761"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","Female","16+","All","40.0702524","%","5824.669068595","2333.959595789","42.1612561","38.0147927","NA","4247"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","Female","16+","All","34.2","%","6213","2127","36.3","32.2","NA","4183"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","Female","16+","All","36.4","%","6082","2217","38.5","34.5","NA","4284"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","Female","16+","All","34.4","%","5561","1916","36.6","32.3","NA","3536"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","Female","16+","All","36.2","%","6036","2185","38.3","34.1","NA","3853"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","Female","16+","All","38.7","%","5736","2218","40.8","36.6","NA","4016"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","Male","16+","All","29.3","%","7606.3","2230.7","31.3","27.5","1","4259"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","Male","16+","All","34.9762569","%","7348.849964343","2570.352640346","37.1377221","32.8748027","NA","3922"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","Male","16+","All","27.6","%","7600","2094","29.8","25.4","NA","3787"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","Male","16+","All","28.2","%","7611","2143","30.2","26.2","NA","3945"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","Male","16+","All","26.4","%","6914","1825","28.6","24.3","NA","3177"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","Male","16+","All","30.9","%","7218","2233","33.1","28.8","NA","3418"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","Male","16+","All","35.5","%","7300","2590","37.7","33.3","NA","3780"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","Other gender","16+","All","?","%","?","?","?","?","?","?"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","London","Region","NA","All","16+","All","30.1","%","5335","1603.9","32.4","27.8","1.2","2337"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","London","Region","NA","All","16+","All","34.9037273","%","5274.14297496","1840.87247941","37.4481892","32.4424843","NA","2283"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","London","Region","NA","All","16+","All","31.6","%","5728","1810","34.3","29","NA","2365"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","London","Region","NA","All","16+","All","31.8","%","5382","1711","34.4","29.3","NA","2363"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","London","Region","NA","All","16+","All","28","%","4758","1333","30.7","25.5","NA","1816"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","London","Region","NA","All","16+","All","33.4","%","5032","1680","36.1","30.8","NA","1962"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","London","Region","NA","All","16+","All","35.7","%","5145","1838","38.4","33.1","NA","2232"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","North East","Region","NA","All","16+","All","28.8","%","216.7","62.5","39.2","20.3","4.9","221"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","North East","Region","NA","All","16+","All","36.5907044","%","193.618137897","70.846240529","46.5712478","27.6424574","NA","218"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","North East","Region","NA","All","16+","All","30.7","%","205","63","43.8","20.1","NA","152"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","North East","Region","NA","All","16+","All","28.1","%","146","41","41.3","17.8","NA","135"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","North East","Region","NA","All","16+","All","41.9","%","164","69","54.5","30.2","NA","147"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","North East","Region","NA","All","16+","All","35.1","%","170","60","46.2","25.4","NA","168"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","North East","Region","NA","All","16+","All","27.1","%","207","56","41.2","16.5","NA","163"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","North West","Region","NA","All","16+","All","39.6","%","1386.5","549.2","43.1","36.2","1.7","1397"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","North West","Region","NA","All","16+","All","40.6180462","%","1260.825312877","512.122607641","44.2965687","37.0418631","NA","1230"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","North West","Region","NA","All","16+","All","31.4","%","1350","424","35.6","27.6","NA","973"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","North West","Region","NA","All","16+","All","33.1","%","1401","464","36.9","29.5","NA","1059"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","North West","Region","NA","All","16+","All","32.9","%","1336","440","36.4","29.5","NA","1113"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","North West","Region","NA","All","16+","All","34.8","%","1450","504","38.6","31.2","NA","1175"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","North West","Region","NA","All","16+","All","41.1","%","1333","548","45","37.3","NA","1182"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","South East","Region","NA","All","16+","All","27.8","%","1461.1","406.2","31.3","24.6","1.7","1261"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","South East","Region","NA","All","16+","All","35.1468308","%","1357.147341637","476.994279521","39.3668305","31.1468221","NA","1152"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","South East","Region","NA","All","16+","All","27.6","%","1307","360","31.5","23.9","NA","1219"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","South East","Region","NA","All","16+","All","33","%","1299","429","36.9","29.4","NA","1265"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","South East","Region","NA","All","16+","All","26.2","%","1292","338","30.3","22.5","NA","987"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","South East","Region","NA","All","16+","All","29.2","%","1342","391","33.1","25.5","NA","1051"
"Percentage of people who are inactive","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","South East","Region","NA","All","16+","All","32.5","%","1377","448","36.3","29","NA","1193"
